Attribute:data,Attribute:val,
09/07/2007,71.55,
10/07/2007,71.78,
11/07/2007,72.05,
12/07/2007,72.15,
13/07/2007,72.67,
16/07/2007,72.97,
17/07/2007,72.05,
18/07/2007,72.2,
19/07/2007,73.36,
20/07/2007,73.8,
23/07/2007,73.13,
24/07/2007,72.02,
25/07/2007,71.65,
26/07/2007,73.01,
27/07/2007,72.36,
30/07/2007,72.35,
31/07/2007,72.56,
01/08/2007,73.17,
02/08/2007,72.3,
03/08/2007,72.12,
06/08/2007,70.3,
07/08/2007,68.34,
08/08/2007,68.59,
09/08/2007,68.29,
10/08/2007,67.56,
13/08/2007,68.36,
14/08/2007,67.75,
15/08/2007,68.68,
16/08/2007,67.63,
17/08/2007,67.83,
20/08/2007,67.69,
21/08/2007,67.1,
22/08/2007,66.6,
23/08/2007,67.07,
24/08/2007,67.61,
27/08/2007,67.76,
28/08/2007,68.25,
29/08/2007,68.41,
30/08/2007,69.18,
31/08/2007,69.7,
03/09/2007,70.42,
04/09/2007,70.88,
05/09/2007,71.46,
06/09/2007,72.1,
07/09/2007,72.01,
10/09/2007,72.27,
11/09/2007,73.13,
12/09/2007,74.21,
13/09/2007,74.64,
14/09/2007,74.48,
17/09/2007,74.06,
18/09/2007,74.92,
19/09/2007,75.61,
20/09/2007,75.78,
21/09/2007,76.72,
24/09/2007,76.48,
25/09/2007,75.8,
26/09/2007,75.11,
27/09/2007,76.02,
28/09/2007,77.43,
01/10/2007,75.97,
02/10/2007,74.66,
03/10/2007,74.96,
04/10/2007,74.83,
05/10/2007,76.23,
08/10/2007,75.37,
09/10/2007,74.47,
10/10/2007,75.36,
11/10/2007,77.01,
12/10/2007,77.62,
15/10/2007,78.76,
16/10/2007,80.87,
17/10/2007,81.13,
18/10/2007,81.18,
19/10/2007,81.49,
22/10/2007,80.15,
23/10/2007,80.03,
24/10/2007,80.49,
25/10/2007,82.67,
26/10/2007,84.82,
29/10/2007,85.94,
30/10/2007,85.52,
31/10/2007,84.76,
01/11/2007,87.47,
02/11/2007,87.47,
05/11/2007,88,
06/11/2007,89.02,
07/11/2007,90.57,
08/11/2007,90.56,
09/11/2007,89.58,
12/11/2007,88.65,
13/11/2007,86.68,
14/11/2007,86.45,
15/11/2007,86.87,
16/11/2007,87.41,
19/11/2007,88.57,
20/11/2007,89.93,
21/11/2007,91.77,
22/11/2007,91.22,
23/11/2007,91.37,
26/11/2007,91.68,
27/11/2007,90.08,
28/11/2007,87.88,
29/11/2007,87.59,
30/11/2007,85.72,
03/12/2007,84.13,
04/12/2007,85.14,
05/12/2007,85.3,
06/12/2007,84.34,
07/12/2007,85.07,
10/12/2007,84.02,
11/12/2007,84.51,
12/12/2007,86.61,
13/12/2007,88.46,
14/12/2007,87.81,
17/12/2007,87.13,
18/12/2007,87.1,
19/12/2007,87.24,
20/12/2007,87.36,
21/12/2007,87.73,
24/12/2007,87.86,
26/12/2007,89.44,
27/12/2007,90.29,
28/12/2007,90.84,
31/12/2007,90.7,
02/01/2008,91.82,
03/01/2008,93.67,
04/01/2008,93.38,
07/01/2008,91.72,
08/01/2008,91.67,
09/01/2008,91.98,
10/01/2008,89.71,
11/01/2008,88.36,
14/01/2008,88.51,
15/01/2008,88.33,
16/01/2008,86.28,
17/01/2008,86.14,
18/01/2008,85.91,
21/01/2008,85.06,
22/01/2008,83.7,
23/01/2008,84.48,
24/01/2008,84.42,
25/01/2008,86.87,
28/01/2008,87.01,
29/01/2008,88.2,
30/01/2008,88.59,
31/01/2008,87.92,
01/02/2008,87.5,
04/02/2008,86.51,
05/02/2008,86.01,
06/02/2008,84.66,
07/02/2008,84.63,
08/02/2008,86.1,
11/02/2008,89.01,
12/02/2008,89.63,
13/02/2008,89.48,
14/02/2008,90.63,
15/02/2008,91.55,
18/02/2008,91.21,
19/02/2008,92.52,
20/02/2008,94.09,
21/02/2008,93.81,
22/02/2008,92.48,
25/02/2008,93.49,
26/02/2008,93.96,
27/02/2008,95.03,
28/02/2008,94.87,
29/02/2008,96.35,
03/03/2008,97.12,
04/03/2008,96.13,
05/03/2008,95.86,
06/03/2008,98.34,
07/03/2008,99,
10/03/2008,99.48,
11/03/2008,100.57,
12/03/2008,101.38,
13/03/2008,102.39,
14/03/2008,102.88,
17/03/2008,101.41,
18/03/2008,100.1,
19/03/2008,99.97,
20/03/2008,96.1,
24/03/2008,96.15,
25/03/2008,96.49,
26/03/2008,98.42,
27/03/2008,100.36,
28/03/2008,99.77,
31/03/2008,98.63,
01/04/2008,95.75,
02/04/2008,96.48,
03/04/2008,98.63,
04/04/2008,98.63,
07/04/2008,101.16,
08/04/2008,101.89,
09/04/2008,102.38,
10/04/2008,103.74,
11/04/2008,103.67,
14/04/2008,104.02,
15/04/2008,105.73,
16/04/2008,106.65,
17/04/2008,107.63,
18/04/2008,107.75,
21/04/2008,108.93,
22/04/2008,109.92,
23/04/2008,111.14,
24/04/2008,110.63,
25/04/2008,110.01,
28/04/2008,111.66,
29/04/2008,109.86,
30/04/2008,107.33,
01/05/2008,105.93,
02/05/2008,106.93,
05/05/2008,111.55,
06/05/2008,114.69,
07/05/2008,115.97,
08/05/2008,116.87,
09/05/2008,119.07,
12/05/2008,119.65,
13/05/2008,118.73,
14/05/2008,118.78,
15/05/2008,118.95,
16/05/2008,119.27,
19/05/2008,119.24,
20/05/2008,121.02,
21/05/2008,124.45,
22/05/2008,127.59,
23/05/2008,126.37,
26/05/2008,126.57,
27/05/2008,125.91,
28/05/2008,123.05,
29/05/2008,124.27,
30/05/2008,121.68,
02/06/2008,122.09,
03/06/2008,121.68,
04/06/2008,118.55,
05/06/2008,118.75,
06/06/2008,126.09,
09/06/2008,130.86,
10/06/2008,128.64,
11/06/2008,128.88,
12/06/2008,129.75,
13/06/2008,130.51,
16/06/2008,129.77,
17/06/2008,128.97,
18/06/2008,128.44,
19/06/2008,129.44,
20/06/2008,128.56,
23/06/2008,130.7,
24/06/2008,131.34,
25/06/2008,129.87,
26/06/2008,130.77,
27/06/2008,135.31,
30/06/2008,136.03,
01/07/2008,136.94,
02/07/2008,137.73,
03/07/2008,140.73,
04/07/2008,140.13,
07/07/2008,138.44,
08/07/2008,135.21,
09/07/2008,133.16,
10/07/2008,133.68,
11/07/2008,139.85,
14/07/2008,139.81,
15/07/2008,138,
16/07/2008,133.09,
17/07/2008,131.03,
18/07/2008,127.93,
21/07/2008,127.72,
22/07/2008,127.43,
23/07/2008,123.89,
24/07/2008,122.42,
25/07/2008,122.63,
28/07/2008,123.19,
29/07/2008,121.73,
30/07/2008,120.88,
31/07/2008,122.48,
01/08/2008,121.08,
04/08/2008,120.8,
05/08/2008,116.22,
06/08/2008,114.64,
07/08/2008,115.08,
08/08/2008,112.73,
11/08/2008,111.27,
12/08/2008,109.08,
13/08/2008,109.56,
14/08/2008,110.88,
15/08/2008,107.88,
18/08/2008,108.68,
19/08/2008,108.26,
20/08/2008,109.77,
21/08/2008,114.07,
22/08/2008,114.63,
25/08/2008,110.61,
26/08/2008,110.51,
27/08/2008,111.79,
28/08/2008,111.85,
29/08/2008,111.23,
01/09/2008,110.01,
02/09/2008,103.4,
03/09/2008,103.68,
04/09/2008,103.64,
05/09/2008,101.21,
08/09/2008,101.08,
09/09/2008,98.49,
10/09/2008,96.79,
11/09/2008,95.29,
12/09/2008,95.21,
15/09/2008,91.26,
16/09/2008,86.27,
17/09/2008,87.25,
18/09/2008,89.38,
19/09/2008,91.83,
22/09/2008,97.95,
23/09/2008,99,
24/09/2008,98.88,
25/09/2008,97.68,
26/09/2008,97.9,
29/09/2008,94.09,
30/09/2008,90.32,
01/10/2008,89.99,
02/10/2008,89.27,
03/10/2008,86.36,
06/10/2008,81.56,
07/10/2008,80.04,
08/10/2008,77.37,
09/10/2008,78.24,
10/10/2008,72.67,
13/10/2008,71.96,
14/10/2008,73.49,
15/10/2008,68.28,
16/10/2008,62.77,
17/10/2008,62.92,
20/10/2008,64.63,
21/10/2008,64.35,
22/10/2008,60.82,
23/10/2008,60.27,
24/10/2008,57.57,
27/10/2008,56.8,
28/10/2008,55.9,
29/10/2008,58.13,
30/10/2008,59.92,
31/10/2008,57.43,
03/11/2008,59.03,
04/11/2008,57.77,
05/11/2008,58.97,
06/11/2008,54.89,
07/11/2008,53.49,
10/11/2008,54.77,
11/11/2008,52.24,
12/11/2008,49.94,
13/11/2008,47.73,
14/11/2008,49.09,
17/11/2008,47.96,
18/11/2008,46.55,
19/11/2008,45.89,
20/11/2008,44.06,
21/11/2008,42.56,
24/11/2008,44.48,
25/11/2008,45.53,
26/11/2008,45.47,
27/11/2008,47.47,
28/11/2008,47.22,
01/12/2008,45.26,
02/12/2008,41.6,
03/12/2008,40.75,
04/12/2008,39.56,
05/12/2008,36.67,
08/12/2008,37.73,
09/12/2008,38.19,
10/12/2008,37.94,
11/12/2008,40.12,
12/12/2008,41.32,
15/12/2008,42.53,
16/12/2008,40.74,
17/12/2008,40.95,
18/12/2008,39.48,
19/12/2008,37.72,
22/12/2008,36.92,
23/12/2008,34.49,
24/12/2008,33.36,
29/12/2008,34.69,
30/12/2008,34.95,
31/12/2008,35.58,
02/01/2009,40.44,
05/01/2009,43.98,
06/01/2009,46.32,
07/01/2009,45.43,
08/01/2009,42.06,
09/01/2009,41.9,
12/01/2009,40.15,
13/01/2009,40.13,
14/01/2009,41.32,
15/01/2009,40.9,
16/01/2009,42.23,
19/01/2009,40.33,
20/01/2009,39.29,
21/01/2009,39.55,
22/01/2009,40.28,
23/01/2009,41.03,
26/01/2009,42.54,
27/01/2009,40.48,
28/01/2009,40.81,
29/01/2009,41.19,
30/01/2009,42.02,
02/02/2009,42.58,
03/02/2009,41.57,
04/02/2009,41.63,
05/02/2009,42.15,
06/02/2009,43.29,
09/02/2009,43.9,
10/02/2009,43.45,
11/02/2009,42.29,
12/02/2009,41.81,
13/02/2009,42.31,
16/02/2009,41.48,
17/02/2009,39.8,
18/02/2009,38.1,
19/02/2009,38.98,
20/02/2009,39.19,
23/02/2009,39.47,
24/02/2009,39.03,
25/02/2009,40.71,
26/02/2009,43.21,
27/02/2009,43.23,
02/03/2009,42.61,
03/03/2009,41.79,
04/03/2009,43.83,
05/03/2009,43.64,
06/03/2009,43.15,
09/03/2009,44.04,
10/03/2009,43.47,
11/03/2009,42.38,
12/03/2009,42.24,
13/03/2009,44.15,
16/03/2009,43.05,
17/03/2009,44.71,
18/03/2009,45.64,
19/03/2009,47.39,
20/03/2009,48.77,
23/03/2009,50.18,
24/03/2009,50.44,
25/03/2009,50.14,
26/03/2009,50.77,
27/03/2009,50.41,
30/03/2009,47.72,
31/03/2009,46.65,
01/04/2009,47.15,
02/04/2009,49.97,
03/04/2009,51.2,
06/04/2009,51.9,
07/04/2009,50.96,
08/04/2009,50.25,
09/04/2009,52.26,
13/04/2009,51.92,
14/04/2009,51.07,
15/04/2009,51.17,
16/04/2009,51.55,
17/04/2009,51.45,
20/04/2009,49.59,
21/04/2009,48.49,
22/04/2009,48.51,
23/04/2009,48.6,
24/04/2009,49.97,
27/04/2009,49.21,
28/04/2009,48.7,
29/04/2009,49.98,
30/04/2009,50.36,
01/05/2009,50.41,
04/05/2009,52.11,
05/05/2009,52.71,
06/05/2009,54.09,
07/05/2009,56.05,
08/05/2009,56.35,
11/05/2009,56.11,
12/05/2009,56.76,
13/05/2009,57.16,
14/05/2009,55.99,
15/05/2009,56.37,
18/05/2009,55.86,
19/05/2009,57.52,
20/05/2009,58.47,
21/05/2009,58.32,
22/05/2009,58.75,
25/05/2009,58.55,
26/05/2009,58.71,
27/05/2009,60.75,
28/05/2009,61.77,
29/05/2009,63.71,
01/06/2009,66.08,
02/06/2009,66.6,
03/06/2009,66.14,
04/06/2009,66.74,
05/06/2009,67.81,
08/06/2009,66.75,
09/06/2009,68.42,
10/06/2009,69.92,
11/06/2009,70.6,
12/06/2009,70.18,
15/06/2009,68.98,
16/06/2009,69.41,
17/06/2009,69.1,
18/06/2009,70.01,
19/06/2009,70,
22/06/2009,67.13,
23/06/2009,66.34,
24/06/2009,67.74,
25/06/2009,68.27,
26/06/2009,69.02,
29/06/2009,69.16,
30/06/2009,69.56,
01/07/2009,69.26,
02/07/2009,67.04,
03/07/2009,66.12,
06/07/2009,63.66,
07/07/2009,62.97,
08/07/2009,61.11,
09/07/2009,60.58,
10/07/2009,59.86,
13/07/2009,59.66,
14/07/2009,60.87,
15/07/2009,61.73,
16/07/2009,62.54,
17/07/2009,63.23,
20/07/2009,64.64,
21/07/2009,65.04,
22/07/2009,64.68,
23/07/2009,66.46,
24/07/2009,67.8,
27/07/2009,69.01,
28/07/2009,68.45,
29/07/2009,65.81,
30/07/2009,66.42,
31/07/2009,68.59,
03/08/2009,71.34,
04/08/2009,71.53,
05/08/2009,72.45,
06/08/2009,72.92,
07/08/2009,71.96,
10/08/2009,71.68,
11/08/2009,71.06,
12/08/2009,71.04,
13/08/2009,72.22,
14/08/2009,71.14,
17/08/2009,68.04,
18/08/2009,69.47,
19/08/2009,71.13,
20/08/2009,72.57,
21/08/2009,72.27,
24/08/2009,72.89,
25/08/2009,71.71,
26/08/2009,70.44,
27/08/2009,70.36,
28/08/2009,71.72,
31/08/2009,70.37,
01/09/2009,68.11,
02/09/2009,66.64,
03/09/2009,66.65,
04/09/2009,66.03,
07/09/2009,66.2,
08/09/2009,67.83,
09/09/2009,68.97,
10/09/2009,69.23,
11/09/2009,68.21,
14/09/2009,66.47,
15/09/2009,66.95,
16/09/2009,68.69,
17/09/2009,70.27,
18/09/2009,69.62,
21/09/2009,68.42,
22/09/2009,68.59,
23/09/2009,67.87,
24/09/2009,65.12,
25/09/2009,64,
28/09/2009,64.07,
29/09/2009,64.25,
30/09/2009,65.55,
01/10/2009,67.72,
02/10/2009,67.17,
05/10/2009,66.81,
06/10/2009,68.14,
07/10/2009,67.76,
08/10/2009,67.84,
09/10/2009,68.86,
12/10/2009,70.06,
13/10/2009,70.94,
14/10/2009,71.96,
15/10/2009,73.2,
16/10/2009,74.89,
19/10/2009,75.82,
20/10/2009,75.82,
21/10/2009,76.37,
22/10/2009,77.61,
23/10/2009,77.59,
26/10/2009,76.7,
27/10/2009,76.43,
28/10/2009,75.53,
29/10/2009,75.94,
30/10/2009,75.56,
02/11/2009,74.95,
03/11/2009,75.53,
04/11/2009,77.6,
05/11/2009,77.45,
06/11/2009,76.25,
09/11/2009,76.56,
10/11/2009,76.5,
11/11/2009,76.88,
12/11/2009,76.06,
13/11/2009,75.25,
16/11/2009,76.48,
17/11/2009,76.96,
18/11/2009,77.86,
19/11/2009,76.77,
20/11/2009,75.77,
23/11/2009,76.72,
24/11/2009,75.22,
25/11/2009,75.67,
26/11/2009,75.96,
27/11/2009,75.38,
30/11/2009,76.21,
01/12/2009,77.88,
02/12/2009,77.31,
03/12/2009,77.32,
04/12/2009,76.81,
07/12/2009,75.76,
08/12/2009,74.8,
09/12/2009,73.7,
10/12/2009,71.43,
11/12/2009,70.85,
14/12/2009,70.64,
15/12/2009,70.84,
16/12/2009,72.17,
17/12/2009,71.77,
18/12/2009,71.78,
21/12/2009,71.88,
22/12/2009,71.32,
23/12/2009,72.71,
24/12/2009,74.33,
28/12/2009,74.83,
29/12/2009,76.19,
30/12/2009,76.77,
31/12/2009,77.16,
04/01/2010,78.23,
05/01/2010,79.14,
06/01/2010,79.7,
07/01/2010,80.19,
08/01/2010,79.94,
11/01/2010,80.29,
12/01/2010,79.08,
13/01/2010,77.15,
14/01/2010,77.59,
15/01/2010,76.57,
18/01/2010,75.75,
19/01/2010,75.53,
20/01/2010,75.3,
21/01/2010,74.54,
22/01/2010,73.02,
25/01/2010,71.97,
26/01/2010,71.94,
27/01/2010,71.87,
28/01/2010,71.4,
29/01/2010,71.01,
01/02/2010,71.02,
02/02/2010,73.05,
03/02/2010,75.14,
04/02/2010,72.73,
05/02/2010,69.71,
08/02/2010,68.86,
09/02/2010,69.76,
10/02/2010,70.78,
11/02/2010,71.81,
12/02/2010,71.55,
15/02/2010,71.72,
16/02/2010,73.06,
17/02/2010,74.33,
18/02/2010,74.49,
19/02/2010,75.17,
22/02/2010,76.14,
23/02/2010,75.75,
24/02/2010,75.46,
25/02/2010,74.66,
26/02/2010,74.6,
01/03/2010,75.75,
02/03/2010,75.51,
03/03/2010,76.52,
04/03/2010,76.42,
05/03/2010,77.27,
08/03/2010,77.86,
09/03/2010,77.38,
10/03/2010,77.8,
11/03/2010,77.76,
12/03/2010,77.74,
15/03/2010,76.24,
16/03/2010,76.62,
17/03/2010,78.25,
18/03/2010,77.9,
19/03/2010,77.18,
22/03/2010,76.75,
23/03/2010,77.54,
24/03/2010,76.9,
25/03/2010,77.03,
26/03/2010,76.8,
29/03/2010,77.77,
30/03/2010,78.21,
31/03/2010,78.7,
01/04/2010,79.89,
05/04/2010,81.27,
06/04/2010,82.55,
07/04/2010,82.36,
08/04/2010,81.6,
09/04/2010,81.97,
12/04/2010,82.2,
13/04/2010,81.52,
14/04/2010,82.63,
15/04/2010,83.28,
16/04/2010,82.86,
19/04/2010,80.89,
20/04/2010,81.83,
21/04/2010,82.01,
22/04/2010,82.36,
23/04/2010,83.01,
26/04/2010,83.91,
27/04/2010,83.03,
28/04/2010,82.13,
29/04/2010,83.59,
30/04/2010,84.13,
03/05/2010,84.36,
04/05/2010,84.16,
05/05/2010,81.12,
06/05/2010,78.52,
07/05/2010,76.41,
10/05/2010,78.08,
11/05/2010,77.53,
12/05/2010,78.29,
13/05/2010,78.43,
14/05/2010,75.95,
17/05/2010,73.25,
18/05/2010,72.77,
19/05/2010,70.57,
20/05/2010,69.64,
21/05/2010,68.47,
24/05/2010,68.59,
25/05/2010,66.84,
26/05/2010,68.21,
27/05/2010,70.48,
28/05/2010,70.62,
31/05/2010,71.88,
01/06/2010,70.96,
02/06/2010,71.13,
03/06/2010,72.84,
04/06/2010,72.06,
07/06/2010,69.61,
08/06/2010,70.08,
09/06/2010,71.05,
10/06/2010,72.18,
11/06/2010,72.26,
14/06/2010,73.32,
15/06/2010,73.14,
16/06/2010,74.13,
17/06/2010,75.21,
18/06/2010,75.11,
21/06/2010,75.94,
22/06/2010,75.09,
23/06/2010,74.06,
24/06/2010,72.9,
25/06/2010,73.8,
28/06/2010,74.77,
29/06/2010,72.66,
30/06/2010,72.49,
01/07/2010,70.48,
02/07/2010,69.63,
05/07/2010,69.05,
06/07/2010,69.73,
07/07/2010,69.74,
08/07/2010,71.86,
09/07/2010,72.79,
12/07/2010,72,
13/07/2010,72.58,
14/07/2010,73.93,
15/07/2010,73.26,
16/07/2010,72.89,
19/07/2010,72.94,
20/07/2010,73.16,
21/07/2010,73.16,
22/07/2010,73.47,
23/07/2010,74.44,
26/07/2010,74.22,
27/07/2010,73.95,
28/07/2010,73.26,
29/07/2010,74.19,
30/07/2010,74.43,
02/08/2010,77.09,
03/08/2010,78.41,
04/08/2010,78.88,
05/08/2010,78.69,
06/08/2010,78.15,
09/08/2010,78.28,
10/08/2010,76.87,
11/08/2010,75.4,
12/08/2010,73.73,
13/08/2010,72.64,
16/08/2010,72.27,
17/08/2010,73.25,
18/08/2010,73.05,
19/08/2010,73.03,
20/08/2010,71.78,
23/08/2010,70.93,
24/08/2010,69.69,
25/08/2010,70,
26/08/2010,71.4,
27/08/2010,72.36,
30/08/2010,73.05,
31/08/2010,72.39,
01/09/2010,72.49,
02/09/2010,72.89,
03/09/2010,73.05,
06/09/2010,73.46,
07/09/2010,73.03,
08/09/2010,74.04,
09/09/2010,74.48,
10/09/2010,74.66,
13/09/2010,75.06,
14/09/2010,75.54,
15/09/2010,75.37,
16/09/2010,75.49,
17/09/2010,74.95,
20/09/2010,75.26,
21/09/2010,75.34,
22/09/2010,74.41,
23/09/2010,74.28,
24/09/2010,75.01,
27/09/2010,75.06,
28/09/2010,74.87,
29/09/2010,75.74,
30/09/2010,77.48,
01/10/2010,79.52,
04/10/2010,79.95,
05/10/2010,80.14,
06/10/2010,81.51,
07/10/2010,81.07,
08/10/2010,79.95,
11/10/2010,80.44,
12/10/2010,79.64,
13/10/2010,80.9,
14/10/2010,80.95,
15/10/2010,79.86,
18/10/2010,79,
19/10/2010,79.25,
20/10/2010,78.71,
21/10/2010,79.26,
22/10/2010,78.54,
25/10/2010,80.03,
26/10/2010,79.75,
27/10/2010,79.19,
28/10/2010,79.92,
29/10/2010,79.42,
01/11/2010,80.55,
02/11/2010,81.9,
03/11/2010,82.56,
04/11/2010,84.33,
05/11/2010,84.33,
08/11/2010,84.62,
09/11/2010,84.92,
10/11/2010,85.27,
11/11/2010,85.81,
12/11/2010,83.67,
15/11/2010,83.39,
16/11/2010,82.35,
17/11/2010,81.9,
18/11/2010,81.09,
19/11/2010,81.41,
22/11/2010,80.96,
23/11/2010,80.14,
24/11/2010,81.16,
25/11/2010,82.55,
26/11/2010,82.34,
29/11/2010,83.45,
30/11/2010,83.65,
01/12/2010,84.13,
02/12/2010,86.13,
03/12/2010,87.12,
06/12/2010,88.13,
07/12/2010,87.87,
08/12/2010,87.46,
09/12/2010,87.91,
10/12/2010,87.65,
13/12/2010,87.96,
14/12/2010,88.21,
15/12/2010,88.22,
16/12/2010,88.76,
17/12/2010,88.78,
20/12/2010,88.59,
21/12/2010,89.54,
22/12/2010,90.02,
23/12/2010,90.16,
24/12/2010,90.73,
27/12/2010,90.67,
28/12/2010,90.08,
29/12/2010,90.22,
30/12/2010,89.47,
31/12/2010,88.99,
03/01/2011,89.81,
04/01/2011,91.28,
05/01/2011,90.91,
06/01/2011,92.06,
07/01/2011,90.83,
10/01/2011,91.33,
11/01/2011,92.92,
12/01/2011,94.23,
13/01/2011,93.96,
14/01/2011,94.04,
17/01/2011,93.72,
18/01/2011,93.8,
19/01/2011,93.99,
20/01/2011,92.95,
21/01/2011,92.9,
24/01/2011,93.2,
25/01/2011,91.8,
26/01/2011,92.58,
27/01/2011,93.42,
28/01/2011,94.1,
31/01/2011,95.53,
01/02/2011,96.39,
02/02/2011,97.66,
03/02/2011,97.71,
04/02/2011,96.85,
07/02/2011,96.02,
08/02/2011,96.12,
09/02/2011,96.93,
10/02/2011,97.59,
11/02/2011,97.37,
14/02/2011,98.24,
15/02/2011,99,
16/02/2011,98.68,
17/02/2011,99.77,
18/02/2011,99.08,
21/02/2011,100.59,
22/02/2011,104.01,
23/02/2011,105.88,
24/02/2011,111.01,
25/02/2011,108.31,
28/02/2011,108.5,
01/03/2011,108.27,
02/03/2011,110.83,
03/03/2011,110.48,
04/03/2011,111.42,
07/03/2011,112.03,
08/03/2011,109.55,
09/03/2011,109.96,
10/03/2011,110.71,
11/03/2011,109.18,
14/03/2011,107.87,
15/03/2011,106.56,
16/03/2011,105.8,
17/03/2011,108.08,
18/03/2011,110.54,
21/03/2011,110.1,
22/03/2011,110.23,
23/03/2011,111.09,
24/03/2011,110.81,
25/03/2011,110.91,
28/03/2011,110.37,
29/03/2011,109.87,
30/03/2011,110.18,
31/03/2011,111.42,
01/04/2011,113.49,
04/04/2011,115.21,
05/04/2011,116.73,
06/04/2011,117.75,
07/04/2011,117.79,
08/04/2011,120.15,
11/04/2011,120.44,
12/04/2011,117.68,
13/04/2011,116.84,
14/04/2011,118.03,
15/04/2011,117.99,
18/04/2011,117.37,
19/04/2011,116,
20/04/2011,117.97,
21/04/2011,119.46,
25/04/2011,119.38,
26/04/2011,118.96,
27/04/2011,119.35,
28/04/2011,120.91,
29/04/2011,120.35,
02/05/2011,119.9,
03/05/2011,118.75,
04/05/2011,116.96,
05/05/2011,112.8,
06/05/2011,104.4,
09/05/2011,108.08,
10/05/2011,111.48,
11/05/2011,111.35,
12/05/2011,107.19,
13/05/2011,108.93,
16/05/2011,107.79,
17/05/2011,106.6,
18/05/2011,107.4,
19/05/2011,107.88,
20/05/2011,107.42,
23/05/2011,105.46,
24/05/2011,107.3,
25/05/2011,107.99,
26/05/2011,109.83,
27/05/2011,110.27,
30/05/2011,109.59,
31/05/2011,111.2,
01/06/2011,111.44,
02/06/2011,109.91,
03/06/2011,110.44,
06/06/2011,110.09,
07/06/2011,110.66,
08/06/2011,111.93,
09/06/2011,113.43,
10/06/2011,113.45,
13/06/2011,113.33,
14/06/2011,113.59,
15/06/2011,112.62,
16/06/2011,109.55,
17/06/2011,107.51,
20/06/2011,107.41,
21/06/2011,107.82,
22/06/2011,107.96,
23/06/2011,106.08,
24/06/2011,102.91,
27/06/2011,101.55,
28/06/2011,103.59,
29/06/2011,106.19,
30/06/2011,107.5,
01/07/2011,106.45,
04/07/2011,106.87,
05/07/2011,107.12,
06/07/2011,108.26,
07/07/2011,110.76,
08/07/2011,112.68,
11/07/2011,111.35,
12/07/2011,111.07,
13/07/2011,113.25,
14/07/2011,112.74,
15/07/2011,112.2,
18/07/2011,112.31,
19/07/2011,112.68,
20/07/2011,113.54,
21/07/2011,113.2,
22/07/2011,113.66,
25/07/2011,113.33,
26/07/2011,113.65,
27/07/2011,113.4,
28/07/2011,113.36,
29/07/2011,112.18,
01/08/2011,113.57,
02/08/2011,111.85,
03/08/2011,110.55,
04/08/2011,107.48,
05/08/2011,103.3,
08/08/2011,102.37,
09/08/2011,101.53,
10/08/2011,101.2,
11/08/2011,103.29,
12/08/2011,103.81,
15/08/2011,104.78,
16/08/2011,105.42,
17/08/2011,106.88,
18/08/2011,105.42,
19/08/2011,103.36,
22/08/2011,103.84,
23/08/2011,105.91,
24/08/2011,106.53,
25/08/2011,107.61,
26/08/2011,107.52,
29/08/2011,108.36,
30/08/2011,109.48,
31/08/2011,111.4,
01/09/2011,111.21,
02/09/2011,110.37,
05/09/2011,108.42,
06/09/2011,108.32,
07/09/2011,111.33,
08/09/2011,112.15,
09/09/2011,110.4,
12/09/2011,107.86,
13/09/2011,108.42,
14/09/2011,107.91,
15/09/2011,109.58,
16/09/2011,110.69,
19/09/2011,108.68,
20/09/2011,108.29,
21/09/2011,108.99,
22/09/2011,105.11,
23/09/2011,104.37,
26/09/2011,101.81,
27/09/2011,104.53,
28/09/2011,104.34,
29/09/2011,103.11,
30/09/2011,101.57,
03/10/2011,99.71,
04/10/2011,98.59,
05/10/2011,99.9,
06/10/2011,101.63,
07/10/2011,103.22,
10/10/2011,104.67,
11/10/2011,105.61,
12/10/2011,107.68,
13/10/2011,107.05,
14/10/2011,109.01,
17/10/2011,110.13,
18/10/2011,107.94,
19/10/2011,108.65,
20/10/2011,107.19,
21/10/2011,108.31,
24/10/2011,109.11,
25/10/2011,109.47,
26/10/2011,108.83,
27/10/2011,109.09,
28/10/2011,109.15,
31/10/2011,107.12,
01/11/2011,106.35,
02/11/2011,108.65,
03/11/2011,107.95,
04/11/2011,109.96,
07/11/2011,111.08,
08/11/2011,113.79,
09/11/2011,113.13,
10/11/2011,111.67,
11/11/2011,113.01,
14/11/2011,112.69,
15/11/2011,112.19,
16/11/2011,112.26,
17/11/2011,110.82,
18/11/2011,109.12,
21/11/2011,107.74,
22/11/2011,108.34,
23/11/2011,108.32,
24/11/2011,108.1,
25/11/2011,107.73,
28/11/2011,108.75,
29/11/2011,109.74,
30/11/2011,110.38,
01/12/2011,109.36,
02/12/2011,109.61,
05/12/2011,110.3,
06/12/2011,109.49,
07/12/2011,110.05,
08/12/2011,108.98,
09/12/2011,107.45,
12/12/2011,107.33,
13/12/2011,107.65,
14/12/2011,106.88,
15/12/2011,104.6,
16/12/2011,103.57,
19/12/2011,102.91,
20/12/2011,105.05,
21/12/2011,106.98,
22/12/2011,107.49,
23/12/2011,107.65,
27/12/2011,107.77,
28/12/2011,107.52,
29/12/2011,106.75,
30/12/2011,106.84,
03/01/2012,109.4,
04/01/2012,111.73,
05/01/2012,113,
06/01/2012,112.23,
09/01/2012,112.51,
10/01/2012,112.98,
11/01/2012,112.9,
12/01/2012,112.93,
13/01/2012,111.75,
